frame_nmr,vehicle_id,vehicle_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
227,3,808.8464255278449 687.9733686955129 1162.0920584562464 971.594832154832,930.0408121744791 814.4801737467448 1056.128641764323 869.6120096842448,0,D 1805 FP,0.998193383216858
228,3,809.7728419912548 688.1364692023872 1161.2093981426244 970.5077704743876,930.110120985243 813.6044040256077 1055.7075737847222 868.6577080620659,0,D 1805 FP,0.998193383216858
229,3,810.6992584546647 688.2995697092613 1160.3267378290025 969.4207087939433,930.179429796007 812.7286343044705 1055.2865058051216 867.7034064398872,0,D 1805 FP,0.998193383216858
230,3,811.6256749180745 688.4626702161355 1159.4440775153805 968.3336471134988,930.2487386067709 811.8528645833334 1054.8654378255208 866.7491048177084,0,D 1805 FP,0.998193383216858
231,3,812.5520913814844 688.6257707230097 1158.5614172017586 967.2465854330544,930.3180474175347 810.9770948621962 1054.4443698459202 865.7948031955295,0,D 1805 FP,0.998193383216858
232,3,813.4785078448944 688.788871229884 1157.6787568881366 966.15952375261,930.3873562282986 810.1013251410591 1054.0233018663193 864.8405015733507,0,D 1805 FP,0.998193383216858
233,3,814.4049243083042 688.9519717367582 1156.7960965745146 965.0724620721655,930.4566650390625 809.2255554199219 1053.6022338867188 863.8861999511719,0,D 1805 FP,0.998193383216858
234,3,815.331340771714 689.1150722436323 1155.913436260893 963.9854003917212,930.5259738498264 808.3497856987847 1053.1811659071182 862.931898328993,0,D 1805 FP,0.998193383216858
235,3,816.257757235124 689.2781727505065 1155.030775947271 962.8983387112768,930.5952826605903 807.4740159776476 1052.7600979275173 861.9775967068142,0,D 1805 FP,0.998193383216858
236,3,817.1841736985339 689.4412732573808 1154.148115633649 961.8112770308323,930.6645914713541 806.5982462565104 1052.3390299479167 861.0232950846354,0,D 1805 FP,0.998193383216858
237,3,818.1105901619437 689.604373764255 1153.265455320027 960.7242153503879,930.733900282118 805.7224765353733 1051.917961968316 860.0689934624565,0,D 1805 FP,0.998193383216858
238,3,819.0370066253536 689.7674742711291 1152.382795006405 959.6371536699435,930.803209092882 804.8467068142361 1051.4968939887153 859.1146918402778,0,D 1805 FP,0.998193383216858
239,3,819.9634230887635 689.9305747780033 1151.5001346927834 958.5500919894992,930.8725179036459 803.970937093099 1051.0758260091145 858.160390218099,0,D 1805 FP,0.998193383216858
240,3,820.8898395521734 690.0936752848776 1150.6174743791614 957.4630303090547,930.9418267144097 803.0951673719618 1050.654758029514 857.2060885959202,0,D 1805 FP,0.998193383216858
241,3,821.8162560155832 690.2567757917518 1149.7348140655395 956.3759686286103,931.0111355251736 802.2193976508247 1050.233690049913 856.2517869737413,0,D 1805 FP,0.998193383216858
242,3,822.7426724789932 690.419876298626 1148.8521537519175 955.2889069481658,931.0804443359375 801.3436279296875 1049.8126220703125 855.2974853515625,0,D 1805 FP,0.998193383216858
243,3,823.669088942403 690.5829768055002 1147.9694934382956 954.2018452677214,931.1497531467014 800.4678582085503 1049.391554090712 854.3431837293837,0,D 1805 FP,0.998193383216858
244,3,824.5955054058129 690.7460773123744 1147.0868331246736 953.1147835872771,931.2190619574653 799.5920884874132 1048.970486111111 853.3888821072048,0,D 1805 FP,0.998193383216858
245,3,825.5219218692229 690.9091778192486 1146.2041728110516 952.0277219068327,931.2883707682291 798.716318766276 1048.5494181315105 852.434580485026,0,D 1805 FP,0.998193383216858
246,3,826.4483383326327 691.0722783261228 1145.32151249743 950.9406602263882,931.357679578993 797.8405490451389 1048.1283501519097 851.4802788628472,0,D 1805 FP,0.998193383216858
247,3,827.3747547960426 691.2353788329971 1144.438852183808 949.8535985459438,931.426988389757 796.9647793240017 1047.707282172309 850.5259772406685,0,D 1805 FP,0.998193383216858
248,3,828.3011712594524 691.3984793398712 1143.556191870186 948.7665368654993,931.4962972005209 796.0890096028646 1047.2862141927083 849.5716756184896,0,D 1805 FP,0.998193383216858
249,3,829.2275877228624 691.5615798467454 1142.673531556564 947.679475185055,931.5656060112847 795.2132398817274 1046.8651462131077 848.6173739963108,0,D 1805 FP,0.998193383216858
250,3,830.1540041862722 691.7246803536196 1141.790871242942 946.5924135046106,931.6349148220486 794.3374701605903 1046.4440782335068 847.663072374132,0,D 1805 FP,0.998193383216858
251,3,831.0804206496821 691.8877808604939 1140.9082109293204 945.5053518241662,931.7042236328125 793.4617004394531 1046.0230102539062 846.7087707519531,0,D 1805 FP,0.998193383216858
252,3,832.006837113092 692.0508813673681 1140.0255506156984 944.4182901437217,931.7735324435764 792.5859307183159 1045.6019422743057 845.7544691297743,0,D 1805 FP,0.998193383216858
253,3,832.9332535765019 692.2139818742422 1139.1428903020765 943.3312284632774,931.8428412543403 791.7101609971788 1045.1808742947048 844.8001675075955,0,D 1805 FP,0.998193383216858
254,3,833.8596700399117 692.3770823811165 1138.2602299884545 942.244166782833,931.9121500651041 790.8343912760416 1044.7598063151042 843.8458658854166,0,D 1805 FP,0.998193383216858
255,3,834.7860865033217 692.5401828879907 1137.3775696748326 941.1571051023885,931.981458875868 789.9586215549045 1044.3387383355034 842.8915642632378,0,D 1805 FP,0.998193383216858
256,3,835.7125029667316 692.7032833948649 1136.4949093612106 940.0700434219441,932.050767686632 789.0828518337673 1043.9176703559028 841.9372626410591,0,D 1805 FP,0.998193383216858
257,3,836.6389194301414 692.8663839017391 1135.6122490475886 938.9829817414997,932.1200764973959 788.2070821126302 1043.496602376302 840.9829610188802,0,D 1805 FP,0.998193383216858
258,3,837.5653358935513 693.0294844086133 1134.729588733967 937.8959200610553,932.1893853081597 787.331312391493 1043.0755343967014 840.0286593967014,0,D 1805 FP,0.998193383216858
259,3,838.4917523569612 693.1925849154875 1133.846928420345 936.8088583806109,932.2586941189236 786.455542670356 1042.6544664171006 839.0743577745226,0,D 1805 FP,0.998193383216858
260,3,839.4181688203711 693.3556854223617 1132.964268106723 935.7217967001665,932.3280029296875 785.5797729492188 1042.2333984375 838.1200561523438,0.5199825167655945,D 1805 FP,0.998193383216858
261,3,839.9414716545573 692.5389569460258 1131.7114272866559 935.1175283183859,934.324951171875 785.2512817382812 1044.219482421875 837.3367309570312,0.5034340620040894,D 1805 FP,0.9959335923194884
262,3,840.9675678638134 692.1557253154044 1130.945952806799 933.8922911695872,935.296875 784.9266357421875 1045.869140625 837.4077758789062,0.5160814523696899,D 1805 FP,0.995385766029358
263,3,841.9323442211941 692.0907037825209 1130.5223990101897 931.7563732680729,936.4105834960938 785.0025024414062 1043.7703043619792 837.5127563476562,0,D 1805 FP,0.9982078671455384
264,3,842.8971205785748 692.0256822496374 1130.0988452135803 929.6204553665588,937.5242919921875 785.078369140625 1041.6714680989583 837.6177368164062,0,D 1805 FP,0.9982078671455384
265,3,843.8618969359554 691.9606607167539 1129.675291416971 927.4845374650445,938.6380004882812 785.1542358398438 1039.5726318359375 837.7227172851562,0.5808223485946655,D 1805 FP,0.9982078671455384
266,3,844.7034407394784 692.1742369840994 1129.2816511891208 925.5304627783254,941.010498046875 785.8436889648438 1038.2486572265625 838.4605102539062,0.6158498525619507,D 1805 FP,0.9978166818618774
267,3,845.1249575622701 692.7205285075881 1128.788121452206 924.6874687925019,941.5214233398438 785.4512329101562 1038.336181640625 838.6371459960938,0.6006577610969543,D 1805 FP,0.9977782368659972
268,3,845.9139000629928 692.4044632390105 1128.588483273963 923.5751309643156,942.9471435546875 786.0355224609375 1037.2163696289062 838.921875,0,D 1805 FP,0.9985057711601256
269,3,846.7028425637153 692.088397970433 1128.38884509572 922.4627931361291,944.3728637695312 786.6198120117188 1036.0965576171875 839.2066040039062,0.5008765459060669,D 1805 FP,0.9985057711601256
270,3,842.0862945585578 691.8294723769666 1124.966571594379 922.5204408435114,941.0874355045829 786.5454841673843 1032.8357164277804 839.2099099947711,0,D 1805 FP,0.9989389181137084
271,3,837.4697465534005 691.5705467835003 1121.544298093038 922.5780885508939,937.8020072396346 786.47115632305 1029.5748752383736 839.2132159856361,0,D 1805 FP,0.9989389181137084
272,3,832.853198548243 691.3116211900339 1118.122024591697 922.6357362582762,934.5165789746862 786.3968284787155 1026.3140340489665 839.216521976501,0,D 1805 FP,0.9989389181137084
273,3,828.2366505430856 691.0526955965676 1114.699751090356 922.6933839656585,931.2311507097379 786.3225006343812 1023.0531928595595 839.2198279673659,0,D 1805 FP,0.9989389181137084
274,3,823.6201025379281 690.7937700031011 1111.277477589015 922.7510316730409,927.9457224447896 786.2481727900467 1019.7923516701526 839.2231339582308,0,D 1805 FP,0.9989389181137084
275,3,819.0035545327707 690.5348444096348 1107.8552040876739 922.8086793804233,924.6602941798412 786.1738449457124 1016.5315104807456 839.2264399490957,0,D 1805 FP,0.9989389181137084
276,3,814.3870065276133 690.2759188161684 1104.432930586333 922.8663270878056,921.374865914893 786.099517101378 1013.2706692913385 839.2297459399606,0,D 1805 FP,0.9989389181137084
277,3,809.7704585224559 690.0169932227021 1101.010657084992 922.923974795188,918.0894376499447 786.0251892570435 1010.0098281019316 839.2330519308256,0,D 1805 FP,0.9989389181137084
278,3,805.1539105172984 689.7580676292357 1097.588383583651 922.9816225025703,914.8040093849963 785.9508614127092 1006.7489869125246 839.2363579216905,0,D 1805 FP,0.9989389181137084
279,3,800.537362512141 689.4991420357694 1094.16611008231 923.0392702099527,911.518581120048 785.8765335683747 1003.4881457231177 839.2396639125553,0,D 1805 FP,0.9989389181137084
280,3,795.9208145069836 689.240216442303 1090.743836580969 923.0969179173351,908.2331528550997 785.8022057240404 1000.2273045337106 839.2429699034203,0,D 1805 FP,0.9989389181137084
281,3,791.3042665018262 688.9812908488367 1087.321563079628 923.1545656247174,904.9477245901513 785.7278778797059 996.9664633443036 839.2462758942852,0,D 1805 FP,0.9989389181137084
282,3,786.6877184966687 688.7223652553703 1083.899289578287 923.2122133320997,901.662296325203 785.6535500353716 993.7056221548967 839.2495818851501,0,D 1805 FP,0.9989389181137084
283,3,782.0711704915113 688.463439661904 1080.477016076946 923.2698610394822,898.3768680602547 785.5792221910372 990.4447809654897 839.252887876015,0,D 1805 FP,0.9989389181137084
284,3,777.4546224863539 688.2045140684376 1077.0547425756051 923.3275087468645,895.0914397953063 785.5048943467027 987.1839397760826 839.2561938668799,0,D 1805 FP,0.9989389181137084
285,3,772.8380744811965 687.9455884749713 1073.632469074264 923.3851564542468,891.806011530358 785.4305665023684 983.9230985866757 839.2594998577448,0,D 1805 FP,0.9989389181137084
286,3,768.221526476039 687.6866628815048 1070.210195572923 923.4428041616292,888.5205832654096 785.3562386580339 980.6622573972687 839.2628058486098,0,D 1805 FP,0.9989389181137084
287,3,763.6049784708816 687.4277372880385 1066.787922071582 923.5004518690116,885.2351550004614 785.2819108136996 977.4014162078618 839.2661118394747,0,D 1805 FP,0.9989389181137084
288,3,758.9884304657242 687.1688116945721 1063.365648570241 923.5580995763939,881.9497267355131 785.2075829693651 974.1405750184547 839.2694178303395,0,D 1805 FP,0.9989389181137084
289,3,754.3718824605667 686.9098861011058 1059.9433750689 923.6157472837763,878.6642984705647 785.1332551250308 970.8797338290477 839.2727238212045,0,D 1805 FP,0.9989389181137084
290,3,749.7553344554093 686.6509605076394 1056.521101567559 923.6733949911586,875.3788702056164 785.0589272806964 967.6188926396408 839.2760298120694,0,D 1805 FP,0.9989389181137084
291,3,745.1387864502519 686.3920349141731 1053.0988280662182 923.731042698541,872.0934419406681 784.9845994363619 964.3580514502338 839.2793358029343,0,D 1805 FP,0.9989389181137084
292,3,740.5222384450944 686.1331093207067 1049.676554564877 923.7886904059234,868.8080136757197 784.9102715920276 961.0972102608267 839.2826417937993,0,D 1805 FP,0.9989389181137084
293,3,735.905690439937 685.8741837272404 1046.2542810635362 923.8463381133057,865.5225854107714 784.8359437476931 957.8363690714198 839.2859477846641,0,D 1805 FP,0.9989389181137084
294,3,731.2891424347796 685.615258133774 1042.832007562195 923.903985820688,862.2371571458231 784.7616159033588 954.5755278820128 839.289253775529,0,D 1805 FP,0.9989389181137084
295,3,726.6725944296221 685.3563325403077 1039.4097340608541 923.9616335280705,858.9517288808747 784.6872880590244 951.3146866926058 839.292559766394,0,D 1805 FP,0.9989389181137084
296,3,722.0560464244647 685.0974069468413 1035.9874605595132 924.0192812354528,855.6663006159264 784.6129602146899 948.0538455031988 839.2958657572589,0,D 1805 FP,0.9989389181137084
297,3,717.4394984193073 684.838481353375 1032.5651870581721 924.0769289428351,852.380872350978 784.5386323703556 944.7930043137918 839.2991717481237,0,D 1805 FP,0.9989389181137084
298,3,712.8229504141499 684.5795557599085 1029.1429135568312 924.1345766502175,849.0954440860298 784.4643045260211 941.5321631243849 839.3024777389887,0,D 1805 FP,0.9989389181137084
299,3,708.2064024089924 684.3206301664422 1025.72064005549 924.1922243575999,845.8100158210815 784.3899766816868 938.2713219349779 839.3057837298536,0,D 1805 FP,0.9989389181137084
300,3,703.589854403835 684.0617045729758 1022.2983665541492 924.2498720649822,842.5245875561332 784.3156488373523 935.0104807455709 839.3090897207185,0,D 1805 FP,0.9989389181137084
301,3,698.9733063986776 683.8027789795095 1018.8760930528082 924.3075197723646,839.2391592911848 784.241320993018 931.7496395561639 839.3123957115835,0,D 1805 FP,0.9989389181137084
302,3,694.3567583935202 683.5438533860431 1015.4538195514672 924.3651674797469,835.9537310262365 784.1669931486836 928.4887983667569 839.3157017024483,0,D 1805 FP,0.9989389181137084
303,3,689.7402103883627 683.2849277925768 1012.0315460501262 924.4228151871293,832.6683027612881 784.0926653043491 925.2279571773499 839.3190076933132,0,D 1805 FP,0.9989389181137084
304,3,685.1236623832053 683.0260021991104 1008.6092725487852 924.4804628945117,829.3828744963398 784.0183374600148 921.9671159879429 839.3223136841782,0,D 1805 FP,0.9989389181137084
305,3,680.5071143780478 682.7670766056441 1005.1869990474441 924.538110601894,826.0974462313915 783.9440096156803 918.7062747985359 839.3256196750431,0,D 1805 FP,0.9989389181137084
306,3,675.8905663728905 682.5081510121777 1001.7647255461031 924.5957583092763,822.8120179664431 783.869681771346 915.4454336091289 839.328925665908,0,D 1805 FP,0.9989389181137084
307,3,671.274018367733 682.2492254187114 998.3424520447622 924.6534060166588,819.5265897014948 783.7953539270115 912.184592419722 839.3322316567729,0,D 1805 FP,0.9989389181137084
308,3,666.6574703625756 681.990299825245 994.9201785434212 924.7110537240411,816.2411614365465 783.7210260826772 908.923751230315 839.3355376476378,0,D 1805 FP,0.9989389181137084
309,3,662.0409223574181 681.7313742317787 991.4979050420802 924.7687014314234,812.9557331715982 783.6466982383428 905.662910040908 839.3388436385027,0,D 1805 FP,0.9989389181137084
310,3,657.4243743522607 681.4724486383122 988.0756315407392 924.8263491388058,809.6703049066498 783.5723703940083 902.402068851501 839.3421496293677,0,D 1805 FP,0.9989389181137084
311,3,652.8078263471033 681.2135230448459 984.6533580393982 924.8839968461882,806.3848766417016 783.498042549674 899.141227662094 839.3454556202325,0,D 1805 FP,0.9989389181137084
312,3,648.1912783419459 680.9545974513795 981.2310845380573 924.9416445535705,803.0994483767532 783.4237147053395 895.880386472687 839.3487616110974,0,D 1805 FP,0.9989389181137084
313,3,643.5747303367884 680.6956718579132 977.8088110367162 924.9992922609529,799.8140201118049 783.3493868610052 892.61954528328 839.3520676019624,0,D 1805 FP,0.9989389181137084
314,3,638.958182331631 680.4367462644468 974.3865375353753 925.0569399683352,796.5285918468566 783.2750590166708 889.358704093873 839.3553735928273,0,D 1805 FP,0.9989389181137084
315,3,634.3416343264736 680.1778206709805 970.9642640340343 925.1145876757176,793.2431635819082 783.2007311723364 886.0978629044661 839.3586795836922,0,D 1805 FP,0.9989389181137084
316,3,629.7250863213162 679.9188950775141 967.5419905326933 925.1722353831,789.9577353169599 783.126403328002 882.8370217150591 839.3619855745571,0,D 1805 FP,0.9989389181137084
317,3,625.1085383161587 679.6599694840478 964.1197170313523 925.2298830904823,786.6723070520115 783.0520754836675 879.576180525652 839.365291565422,0,D 1805 FP,0.9989389181137084
318,3,620.4919903110012 679.4010438905814 960.6974435300112 925.2875307978646,783.3868787870632 782.9777476393332 876.3153393362451 839.3685975562869,0,D 1805 FP,0.9989389181137084
319,3,615.8754423058439 679.1421182971151 957.2751700286703 925.3451785052471,780.1014505221149 782.9034197949987 873.0544981468381 839.3719035471519,0,D 1805 FP,0.9989389181137084
320,3,611.2588943006864 678.8831927036487 953.8528965273292 925.4028262126294,776.8160222571667 782.8290919506644 869.7936569574312 839.3752095380167,0,D 1805 FP,0.9989389181137084
321,3,606.642346295529 678.6242671101824 950.4306230259883 925.4604739200117,773.5305939922182 782.75476410633 866.5328157680242 839.3785155288816,0,D 1805 FP,0.9989389181137084
322,3,602.0257982903715 678.365341516716 947.0083495246473 925.5181216273941,770.24516572727 782.6804362619956 863.2719745786171 839.3818215197466,0,D 1805 FP,0.9989389181137084
323,3,597.4092502852142 678.1064159232496 943.5860760233063 925.5757693347765,766.9597374623216 782.6061084176612 860.0111333892102 839.3851275106115,0,D 1805 FP,0.9989389181137084
324,3,592.7927022800567 677.8474903297832 940.1638025219653 925.6334170421588,763.6743091973733 782.5317805733267 856.7502921998032 839.3884335014764,0,D 1805 FP,0.9989389181137084
325,3,588.1761542748993 677.5885647363169 936.7415290206243 925.6910647495412,760.388880932425 782.4574527289924 853.4894510103961 839.3917394923413,0,D 1805 FP,0.9989389181137084
326,3,583.5596062697418 677.3296391428505 933.3192555192834 925.7487124569235,757.1034526674766 782.383124884658 850.2286098209892 839.3950454832062,0,D 1805 FP,0.9989389181137084
327,3,578.9430582645844 677.0707135493842 929.8969820179423 925.8063601643059,753.8180244025283 782.3087970403236 846.9677686315822 839.3983514740711,0,D 1805 FP,0.9989389181137084
328,3,574.326510259427 676.8117879559178 926.4747085166014 925.8640078716883,750.53259613758 782.2344691959892 843.7069274421752 839.4016574649361,0,D 1805 FP,0.9989389181137084
329,3,569.7099622542696 676.5528623624515 923.0524350152604 925.9216555790706,747.2471678726316 782.1601413516548 840.4460862527683 839.404963455801,0,D 1805 FP,0.9989389181137084
330,3,565.0934142491121 676.2939367689851 919.6301615139193 925.9793032864529,743.9617396076833 782.0858135073204 837.1852450633612 839.4082694466658,0,D 1805 FP,0.9989389181137084
331,3,560.4768662439546 676.0350111755188 916.2078880125783 926.0369509938354,740.676311342735 782.0114856629859 833.9244038739542 839.4115754375308,0,D 1805 FP,0.9989389181137084
332,3,555.8603182387973 675.7760855820524 912.7856145112373 926.0945987012177,737.3908830777866 781.9371578186516 830.6635626845473 839.4148814283957,0,D 1805 FP,0.9989389181137084
333,3,551.2437702336399 675.5171599885861 909.3633410098964 926.1522464086,734.1054548128384 781.8628299743172 827.4027214951402 839.4181874192606,0,D 1805 FP,0.9989389181137084
334,3,546.6272222284824 675.2582343951196 905.9410675085554 926.2098941159824,730.8200265478899 781.7885021299828 824.1418803057333 839.4214934101254,0,D 1805 FP,0.9989389181137084
335,3,542.0106742233249 674.9993088016533 902.5187940072144 926.2675418233648,727.5345982829417 781.7141742856484 820.8810391163263 839.4247994009904,0,D 1805 FP,0.9989389181137084
336,3,537.3941262181676 674.7403832081869 899.0965205058734 926.3251895307471,724.2491700179934 781.6398464413139 817.6201979269193 839.4281053918553,0,D 1805 FP,0.9989389181137084
337,3,532.7775782130102 674.4814576147206 895.6742470045324 926.3828372381295,720.963741753045 781.5655185969796 814.3593567375124 839.4314113827202,0,D 1805 FP,0.9989389181137084
338,3,528.1610302078527 674.2225320212542 892.2519735031914 926.4404849455118,717.6783134880967 781.4911907526451 811.0985155481053 839.4347173735852,0,D 1805 FP,0.9989389181137084
339,3,523.5444822026952 673.9636064277879 888.8297000018504 926.4981326528942,714.3928852231484 781.4168629083108 807.8376743586983 839.43802336445,0,D 1805 FP,0.9989389181137084
340,3,518.9279341975379 673.7046808343215 885.4074265005095 926.5557803602766,711.1074569582 781.3425350639764 804.5768331692914 839.4413293553149,0,D 1805 FP,0.9989389181137084
341,3,514.3113861923805 673.4457552408552 881.9851529991685 926.6134280676589,707.8220286932517 781.268207219642 801.3159919798843 839.4446353461799,0,D 1805 FP,0.9989389181137084
342,3,509.694838187223 673.1868296473888 878.5628794978275 926.6710757750412,704.5366004283034 781.1938793753076 798.0551507904773 839.4479413370448,0,D 1805 FP,0.9989389181137084
343,3,505.0782901820656 672.9279040539225 875.1406059964864 926.7287234824237,701.251172163355 781.1195515309731 794.7943096010704 839.4512473279096,0,D 1805 FP,0.9989389181137084
344,3,500.4617421769081 672.6689784604561 871.7183324951454 926.786371189806,697.9657438984068 781.0452236866388 791.5334684116634 839.4545533187746,0,D 1805 FP,0.9989389181137084
345,3,495.8451941717507 672.4100528669898 868.2960589938045 926.8440188971883,694.6803156334583 780.9708958423043 788.2726272222565 839.4578593096395,0,D 1805 FP,0.9989389181137084
346,3,491.22864616659325 672.1511272735233 864.8737854924634 926.9016666045707,691.3948873685101 780.89656799797 785.0117860328494 839.4611653005044,0,D 1805 FP,0.9989389181137084
347,3,486.6120981614358 671.892201680057 861.4515119911225 926.9593143119531,688.1094591035617 780.8222401536356 781.7509448434424 839.4644712913694,0,D 1805 FP,0.9989389181137084
348,3,481.9955501562784 671.6332760865906 858.0292384897814 927.0169620193354,684.8240308386135 780.7479123093012 778.4901036540355 839.4677772822342,0,D 1805 FP,0.9989389181137084
349,3,477.37900215112097 671.3743504931243 854.6069649884405 927.0746097267178,681.5386025736651 780.6735844649668 775.2292624646284 839.4710832730991,0,D 1805 FP,0.9989389181137084
350,3,472.76245414596355 671.1154248996579 851.1846914870995 927.1322574341001,678.2531743087168 780.5992566206323 771.9684212752215 839.4743892639641,0,D 1805 FP,0.9989389181137084
351,3,468.1459061408061 670.8564993061916 847.7624179857585 927.1899051414825,674.9677460437684 780.524928776298 768.7075800858145 839.477695254829,0,D 1805 FP,0.9989389181137084
352,3,463.5293581356487 670.5975737127252 844.3401444844176 927.2475528488649,671.6823177788201 780.4506009319635 765.4467388964075 839.4810012456938,0,D 1805 FP,0.9989389181137084
353,3,458.91281013049127 670.3386481192589 840.9178709830765 927.3052005562472,668.3968895138718 780.3762730876292 762.1858977070005 839.4843072365588,0,D 1805 FP,0.9989389181137084
354,3,454.29626212533384 670.0797225257925 837.4955974817356 927.3628482636295,665.1114612489234 780.3019452432948 758.9250565175935 839.4876132274237,0,D 1805 FP,0.9989389181137084
355,3,449.6797141201764 669.8207969323262 834.0733239803945 927.420495971012,661.8260329839752 780.2276173989604 755.6642153281865 839.4909192182886,0,D 1805 FP,0.9989389181137084
356,3,445.063166115019 669.5618713388598 830.6510504790535 927.4781436783943,658.5406047190268 780.153289554626 752.4033741387796 839.4942252091536,0,D 1805 FP,0.9989389181137084
357,3,440.44661810986156 669.3029457453935 827.2287769777125 927.5357913857766,655.2551764540785 780.0789617102915 749.1425329493725 839.4975312000184,0,D 1805 FP,0.9989389181137084
358,3,435.83007010470413 669.044020151927 823.8065034763715 927.593439093159,651.9697481891301 780.0046338659572 745.8816917599656 839.5008371908833,0,D 1805 FP,0.9989389181137084
359,3,431.2135220995467 668.7850945584607 820.3842299750306 927.6510868005414,648.6843199241819 779.9303060216228 742.6208505705586 839.5041431817483,0,D 1805 FP,0.9989389181137084
360,3,426.5969740943893 668.5261689649943 816.9619564736895 927.7087345079237,645.3988916592335 779.8559781772884 739.3600093811516 839.5074491726132,0,D 1805 FP,0.9989389181137084
361,3,421.98042608923186 668.267243371528 813.5396829723486 927.7663822153061,642.1134633942852 779.781650332954 736.0991681917446 839.510755163478,0,D 1805 FP,0.9989389181137084
362,3,417.36387808407443 668.0083177780616 810.1174094710076 927.8240299226884,638.8280351293369 779.7073224886196 732.8383270023376 839.514061154343,0,D 1805 FP,0.9989389181137084
363,3,412.747330078917 667.7493921845953 806.6951359696666 927.8816776300708,635.5426068643885 779.6329946442852 729.5774858129306 839.5173671452079,0,D 1805 FP,0.9989389181137084
364,3,408.1307820737596 667.4904665911289 803.2728624683256 927.9393253374532,632.2571785994402 779.5586667999507 726.3166446235236 839.5206731360728,0,D 1805 FP,0.9989389181137084
365,3,403.51423406860215 667.2315409976626 799.8505889669846 927.9969730448355,628.9717503344918 779.4843389556164 723.0558034341167 839.5239791269378,0,D 1805 FP,0.9989389181137084
366,3,398.89768606344467 666.9726154041962 796.4283154656437 928.0546207522178,625.6863220695436 779.410011111282 719.7949622447097 839.5272851178026,0,D 1805 FP,0.9989389181137084
367,3,394.28113805828724 666.7136898107299 793.0060419643025 928.1122684596003,622.4008938045952 779.3356832669476 716.5341210553026 839.5305911086675,0,D 1805 FP,0.9989389181137084
368,3,389.6645900531298 666.4547642172635 789.5837684629616 928.1699161669826,619.115465539647 779.2613554226132 713.2732798658957 839.5338970995325,0,D 1805 FP,0.9989389181137084
369,3,385.0480420479724 666.1958386237972 786.1614949616206 928.2275638743649,615.8300372746985 779.1870275782788 710.0124386764887 839.5372030903974,0,D 1805 FP,0.9989389181137084
370,3,380.43149404281496 665.9369130303307 782.7392214602796 928.2852115817473,612.5446090097503 779.1126997339444 706.7515974870817 839.5405090812623,0,D 1805 FP,0.9989389181137084
371,3,375.81494603765753 665.6779874368644 779.3169479589386 928.3428592891297,609.2591807448019 779.03837188961 703.4907562976748 839.5438150721272,0,D 1805 FP,0.9989389181137084
372,3,371.1983980325001 665.419061843398 775.8946744575976 928.400506996512,605.9737524798536 778.9640440452756 700.2299151082677 839.5471210629921,0,D 1805 FP,0.9989389181137084
373,3,366.5818500273427 665.1601362499317 772.4724009562567 928.4581547038944,602.6883242149053 778.8897162009412 696.9690739188608 839.550427053857,0,D 1805 FP,0.9989389181137084
374,3,361.96530202218526 664.9012106564653 769.0501274549156 928.5158024112767,599.4028959499569 778.8153883566068 693.7082327294538 839.553733044722,0,D 1805 FP,0.9989389181137084
375,3,357.34875401702783 664.642285062999 765.6278539535747 928.5734501186591,596.1174676850086 778.7410605122724 690.4473915400467 839.5570390355869,0,D 1805 FP,0.9989389181137084
376,3,352.7322060118704 664.3833594695326 762.2055804522337 928.6310978260415,592.8320394200603 778.6667326679379 687.1865503506398 839.5603450264517,0,D 1805 FP,0.9989389181137084
377,3,348.115658006713 664.1244338760663 758.7833069508927 928.6887455334238,589.546611155112 778.5924048236036 683.9257091612328 839.5636510173167,0,D 1805 FP,0.9989389181137084
378,3,343.49911000155555 663.8655082825999 755.3610334495517 928.7463932408061,586.2611828901636 778.5180769792692 680.6648679718257 839.5669570081816,0,D 1805 FP,0.9989389181137084
379,3,338.8825619963981 663.6065826891336 751.9387599482106 928.8040409481886,582.9757546252154 778.4437491349348 677.4040267824189 839.5702629990465,0,D 1805 FP,0.9989389181137084
380,3,334.2660139912407 663.3476570956672 748.5164864468697 928.8616886555709,579.6903263602669 778.3694212906004 674.1431855930118 839.5735689899115,0,D 1805 FP,0.9989389181137084
381,3,329.6494659860832 663.0887315022009 745.0942129455286 928.9193363629532,576.4048980953187 778.295093446266 670.8823444036049 839.5768749807763,0,D 1805 FP,0.9989389181137084
382,3,325.03291798092584 662.8298059087344 741.6719394441877 928.9769840703356,573.1194698303702 778.2207656019316 667.6215032141979 839.5801809716412,0,D 1805 FP,0.9989389181137084
383,3,320.41636997576836 662.5708803152681 738.2496659428467 929.034631777718,569.834041565422 778.1464377575971 664.3606620247908 839.5834869625062,0,D 1805 FP,0.9989389181137084
384,3,315.799821970611 662.3119547218017 734.8273924415057 929.0922794851003,566.5486133004737 778.0721099132628 661.0998208353839 839.5867929533711,0,D 1805 FP,0.9989389181137084
385,3,311.1832739654535 662.0530291283354 731.4051189401647 929.1499271924827,563.2631850355253 777.9977820689284 657.8389796459769 839.5900989442359,0,D 1805 FP,0.9989389181137084
386,3,306.56672596029614 661.794103534869 727.9828454388237 929.207574899865,559.977756770577 777.923454224594 654.5781384565698 839.5934049351009,0,D 1805 FP,0.9989389181137084
