frame_nmr,vehicle_id,vehicle_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
191,148.0,[1258.9745078606888 626.3760074691209 1895.4043874737354 1037.3140847388734],[1645.4066162109375 810.2103881835938 1777.8863525390625 871.4829711914062],0.7654454112052917,D 1015 AAG,0.9796977043151855
192,148.0,[1251.8087604116972 625.5365120778906 1883.7177894981692 1029.483815869896],[1626.482666015625 807.9277954101562 1764.9990234375 878.1707153320312],0.7410457730293274,D 1015 AAG,0.9349932670593262
193,148.0,[1245.1237533606143 625.872101465496 1870.3501540057225 1022.6230732583355],[1619.1734619140625 806.4867553710938 1754.8919677734375 874.2352294921875],0.6925585269927979,D 1015 AAG,0.9555126428604126
194,148.0,[1239.5407611064627 626.9466014295092 1856.2249795318342 1016.4733087455154],[1601.5631103515625 803.2078857421875 1739.1038818359375 866.7357788085938],0.8004125952720642,D 1015 AAG,0.9278950691223145
195,148.0,[1235.4458485681494 629.4391279811946 1841.533246052321 1013.9894296422494],[1594.72705078125 803.2379760742188 1736.6103515625 860.680908203125],0.7538266777992249,D 1015 AAG,0.980832576751709
195,3.0,[774.9807988377789 688.5260937187136 1197.2545320755223 1032.092832229227],[918.0444946289062 845.9857788085938 1065.17626953125 911.6627807617188],0.6611604690551758,D 1805 FP,0.999106228351593
196,148.0,[1230.2548698635653 631.403810828107 1826.0389848172715 1009.9725140983487],[1581.3907470703125 798.3466796875 1710.621826171875 860.5393676757812],0.8198172450065613,D 1015 AAG,0.9738394021987915
196,3.0,[775.8119613932627 687.8902819236897 1195.6637840228136 1027.6693640051492],[923.252197265625 845.8967895507812 1061.4788818359375 910.9285278320312],0.7773617506027222,D 1805 FP,0.9988612532615662
197,148.0,[1225.5733639757718 631.4462142253705 1810.4527228584602 1002.6171510128769],[1569.0509033203125 800.3300170898438 1691.8194580078125 859.1365356445312],0.7811990976333618,D 1015 AAG,0.9739015102386475
197,3.0,[776.5550845814669 688.6375101900196 1194.0250042222758 1026.0616823324408],[918.533203125 844.579345703125 1065.21240234375 910.1129760742188],0.5653664469718933,D 1805 FP,0.998447597026825
198,148.0,[1221.8329392993928 633.1568099601752 1795.5378289417067 997.7581920439616],[1557.0322265625 794.5338134765625 1683.2724609375 858.7576904296875],0.831756591796875,D 1015 AAG,0.9601465463638306
198,3.0,[777.6717702516402 691.1093569629927 1192.5005515321159 1029.0931754702235],[925.4300537109375 845.2511596679688 1062.3980712890625 912.09912109375],0.5627595782279968,D 1805 FP,0.9987217783927917
199,148.0,[1217.7165666932883 634.8578749508569 1779.995274034296 994.4107165908916],[1543.9447021484375 795.2996215820312 1668.3311767578125 853.697998046875],0.8006260991096497,D 1015 AAG,0.9381918907165527
200,148.0,[1214.7246443479069 633.9806875343961 1766.6408042922856 988.8383813100622],[1538.0042724609375 794.7147216796875 1655.6334228515625 852.9583740234375],0.7707344889640808,D 1015 AAG,0.9284667372703552
201,148.0,[1213.0361805023713 633.9601415578279 1755.041232278957 983.8900175237377],[1528.3621826171875 787.6165161132812 1660.576904296875 845.1722412109375],0.7479838132858276,D 1015 AAG,0.9168058037757874
202,148.0,[1209.185543144436 635.7917744416554 1741.753342738501 979.5120296879829],[1517.4041748046875 782.6676635742188 1641.2991943359375 837.6278686523438],0.7307297587394714,D 1015 AAG,0.9818909764289856
203,148.0,[1203.0171950696454 635.5613422117049 1723.4692093326612 973.521686115303],[1500.3681640625 775.122802734375 1619.305419921875 833.8121337890625],0.6693053245544434,D 1015 AAG,0.9454687833786011
204,148.0,[1199.1716275012661 636.2148451707565 1708.2451807432315 969.4943030550219],[1498.963623046875 778.0938720703125 1610.9615478515625 833.4153442382812],0.7430019378662109,D 1015 AAG,0.9021111130714417
205,148.0,[1195.5804406665743 635.9595137803744 1695.5361521321001 965.3624386554375],[1484.026611328125 774.8867797851562 1598.7535400390625 829.7704467773438],0.6860411167144775,D 1015 AAG,0.9103322625160217
205,3.0,[788.0119230237733 684.2088575116572 1182.9024782411004 999.635893677769],[934.3434448242188 836.8781127929688 1053.1385498046875 889.3257446289062],0.6058937311172485,D 1805 FP,0.9978651404380798
206,148.0,[1193.118754065545 635.8915655989344 1683.0604725967278 961.2785897455494],[1477.2938232421875 772.2493286132812 1589.739013671875 828.3605346679688],0.6624125242233276,D 1015 AAG,0.9661169052124023
206,3.0,[789.3916797962373 684.5482580511546 1180.6279250423065 994.4231274441647],[928.5853271484375 832.871337890625 1064.9710693359375 889.65234375],0.5577117800712585,D 1805 FP,0.9878673553466797
207,148.0,[1191.3614035636026 635.577270972443 1671.372489008623 955.8691464172633],[1470.275390625 772.7171630859375 1584.89111328125 828.1021728515625],0.5934717655181885,D 1015 AAG,0.9668285250663757
208,148.0,[1190.009108141286 637.196594923567 1661.2667632360603 952.54144618514],[1460.9737548828125 770.19091796875 1570.0423583984375 826.4451293945312],0.5369775891304016,D 1015 AAG,0.9591018557548523
209,148.0,[1188.3910211109214 638.9754382642362 1651.1821544328382 951.545989531881],[1461.5364990234375 767.093994140625 1564.166748046875 825.0047607421875],0.5890381932258606,D 1015 AAG,0.8891010880470276
210,148.0,[1186.3810312549858 639.2824309986845 1640.5436945579722 947.1435252201948],[1450.9088134765625 766.9700317382812 1556.19775390625 826.7411499023438],0.5775792002677917,D 1015 AAG,0.9971824884414673
214,148.0,[1180.5257981632756 640.7969055929227 1604.0174347683226 934.317592687866],[1423.3505859375 758.8925170898438 1526.2728271484375 822.2510375976562],0.5154646039009094,D 1015 AAG,0.9422627687454224
215,148.0,[1178.9271662815133 641.637066088136 1594.6883891375894 930.8471060260938],[1418.4151611328125 757.75732421875 1517.1778564453125 815.8233642578125],0.5760160088539124,D 1015 AAG,0.8605291843414307
216,148.0,[1177.158309171622 642.7366550408597 1585.4170031858748 928.1762922017381],[1409.05810546875 755.1005859375 1517.1683349609375 810.0172119140625],0.6238174438476562,D 1015 AAG,0.8707603812217712
218,148.0,[1173.2650851158564 642.4246360420793 1568.8445094565845 921.3691354907078],[1405.0938720703125 754.1947631835938 1496.4144287109375 808.5362548828125],0.6335025429725647,D 1015 AAG,0.9373433589935303
257,217.0,[1289.3457039419943 597.2834440954246 1919.736466980574 1080.149319117661],[1794.873046875 835.29345703125 1915.771728515625 918.489990234375],0.6630907654762268,173,0.9958714842796326
258,217.0,[1285.4685979820154 599.922294077129 1919.967038231791 1079.7524718204775],[1776.46875 834.372802734375 1912.546142578125 915.755859375],0.5445082783699036,1733,0.9973721504211426
260,217.0,[1278.3447357302023 603.1607164940267 1920.4437185573513 1077.820756207714],[1737.0867919921875 832.8402099609375 1917.2860107421875 913.582763671875],0.6814706325531006,1733,0.9989720582962036
260,3.0,[839.4181688203711 693.3556854223617 1132.964268106723 935.7217967001665],[932.3280029296875 785.5797729492188 1042.2333984375 838.1200561523438],0.5199825167655945,D 1805 FP,0.9981933832168579
261,217.0,[1273.831449574605 605.910789722239 1920.0770940907355 1077.6192103678088],[1737.2431640625 831.9713745117188 1906.291259765625 905.5123901367188],0.7912468910217285,1733,0.9994215369224548
261,3.0,[839.9414716545573 692.5389569460258 1131.7114272866559 935.1175283183859],[934.324951171875 785.2512817382812 1044.219482421875 837.3367309570312],0.5034340620040894,D 1805 FP,0.9959335923194885
262,217.0,[1269.5568191686104 607.1628955329229 1919.8940233912406 1074.7604665339989],[1716.869384765625 820.0598754882812 1893.3336181640625 893.9478759765625],0.7708539366722107,1733,0.9987006783485413
262,3.0,[840.9675678638134 692.1557253154044 1130.945952806799 933.8922911695872],[935.296875 784.9266357421875 1045.869140625 837.4077758789062],0.5160814523696899,D 1805 FP,0.9953857660293579
263,217.0,[1265.0459175099559 606.6208741453408 1919.8606060137263 1068.1664976120214],[1683.1590576171875 815.559814453125 1875.5333251953125 900.9078369140625],0.7016337513923645,1733,0.9996196627616882
264,217.0,[1259.0607984407995 608.7283900701563 1919.278746802485 1065.767050632602],[1673.772216796875 816.8056640625 1857.3760986328125 888.662109375],0.8098733425140381,1733,0.9996548295021057
265,217.0,[1254.340302550569 606.5762299020337 1919.4387014107133 1058.028825377415],[1651.0118408203125 809.3567504882812 1834.6219482421875 887.3882446289062],0.7902806401252747,1733,0.9996055364608765
265,3.0,[843.8618969359554 691.9606607167539 1129.675291416971 927.4845374650445],[938.6380004882812 785.1542358398438 1039.5726318359375 837.7227172851562],0.5808223485946655,D 1805 FP,0.9982078671455383
266,217.0,[1250.3843676730105 606.2325615099204 1919.914221644787 1052.500284407977],[1639.43603515625 805.109619140625 1820.3592529296875 884.603759765625],0.7553536295890808,1733,0.9995572566986084
266,3.0,[844.7034407394784 692.1742369840994 1129.2816511891208 925.5304627783254],[941.010498046875 785.8436889648438 1038.2486572265625 838.4605102539062],0.6158498525619507,D 1805 FP,0.9978166818618774
267,217.0,[1246.9203421777686 607.9526721494217 1920.1497929807872 1049.623389672947],[1646.054931640625 809.3428955078125 1798.0247802734375 873.416259765625],0.7937886118888855,1733,0.9995793700218201
267,3.0,[845.1249575622701 692.7205285075881 1128.788121452206 924.6874687925019],[941.5214233398438 785.4512329101562 1038.336181640625 838.6371459960938],0.6006577610969543,D 1805 FP,0.9977782368659973
268,217.0,[1242.4020586188822 608.1514727142021 1915.5511494869352 1045.4800822583748],[1619.4407958984375 806.1271362304688 1790.783935546875 872.0418090820312],0.7802887558937073,1733,0.9994481801986694
269,3.0,[846.7028425637153 692.088397970433 1128.38884509572 922.4627931361291],[944.3728637695312 786.6198120117188 1036.0965576171875 839.2066040039062],0.5008765459060669,D 1805 FP,0.9985057711601257
270,217.0,[1230.1478043680486 608.7523561403281 1891.856587162486 1036.634725450383],[1601.8214111328125 786.8928833007812 1764.6875 864.3897094726562],0.6758267879486084,1733,0.9984602332115173
271,217.0,[1225.850376933829 609.1857663206622 1880.7409409923002 1031.138290000888],[1595.9483642578125 790.4674072265625 1751.8974609375 861.815185546875],0.7702333331108093,1733,0.9995722770690918
274,217.0,[1215.2757732677446 612.6251462001698 1840.9015983793097 1014.3836340430793],[1566.0948486328125 784.9998779296875 1716.6031494140625 845.7506103515625],0.7446430921554565,1733,0.998712420463562
275,217.0,[1210.6291111934468 612.2253255678075 1822.8085247578103 1006.7873940271007],[1549.3916015625 785.0333862304688 1695.463623046875 845.0694580078125],0.781303882598877,1733,0.9993156790733337
276,217.0,[1206.6639564470934 612.0934137487142 1806.3777099866702 1000.5117431161201],[1536.345458984375 775.1878051757812 1692.8984375 842.8405151367188],0.7886701226234436,1733,0.998441219329834
277,217.0,[1203.3639578582897 614.0526963111438 1791.692634394271 995.9965047063881],[1529.4144287109375 769.6146240234375 1679.1485595703125 841.2802734375],0.6694812178611755,1733,0.9957202672958374
278,217.0,[1199.843759576912 616.120448513809 1777.4635845952043 992.1575464267236],[1513.8125 770.6900634765625 1673.8243408203125 841.7780151367188],0.6777821183204651,1733,0.9963821768760681
279,217.0,[1197.5973274668572 616.7948006619589 1765.7958974924927 987.6087153853706],[1519.00830078125 769.8967895507812 1664.0069580078125 839.083740234375],0.821496844291687,GU,0.9934861660003662
280,217.0,[1196.7068122000073 617.4637273871122 1755.6342167299726 982.8823480999022],[1504.4102783203125 764.9813232421875 1655.712890625 836.5411376953125],0.6318970322608948,1733,0.9970816969871521
281,217.0,[1195.442841094812 618.0017374788872 1745.1639213004426 979.8537404206534],[1499.51513671875 761.7216796875 1644.9931640625 838.7495727539062],0.8218185901641846,1733,0.9950557351112366
282,217.0,[1193.7022876286596 619.2491196857364 1733.310869405299 976.499831228986],[1486.584228515625 761.8297119140625 1626.3929443359375 838.2381591796875],0.7535102963447571,1733,0.9941003322601318
283,217.0,[1192.225552298652 619.9475270373255 1722.3992104205167 973.2661877103353],[1480.0191650390625 761.4913330078125 1626.3299560546875 827.4788818359375],0.5509661436080933,GU,0.9948557615280151
284,217.0,[1191.7090870556958 620.6965685197754 1713.3206998137748 970.1737647870764],[1475.2064208984375 760.7515869140625 1612.7545166015625 828.7108154296875],0.6457585096359253,1733,0.9967862963676453
285,217.0,[1189.6794345795445 620.4733003435113 1702.6639522419425 965.0717665416976],[1471.612060546875 759.643798828125 1602.1849365234375 826.2191162109375],0.7115029096603394,1733,0.9949811100959778
286,217.0,[1189.7973035955893 620.4483301128265 1694.6483827080833 961.3631822081778],[1463.1083984375 753.6024780273438 1597.7308349609375 828.4706420898438],0.7674935460090637,GU,0.9903550148010254
287,217.0,[1187.945732542671 620.471129707953 1686.3335993443916 958.0822359764281],[1459.3338623046875 753.4974975585938 1595.6953125 820.7601928710938],0.7795951962471008,1733,0.9987442493438721
288,217.0,[1184.365860564681 620.6093143814311 1675.8704335172947 955.5506677080517],[1461.0609130859375 754.831787109375 1584.6419677734375 819.6148681640625],0.7263271808624268,1733,0.9964939951896667
289,217.0,[1183.3667549718682 620.9092686982332 1668.4047567869263 951.9741948352097],[1456.549560546875 754.9464111328125 1581.4278564453125 817.412841796875],0.7527257204055786,1733,0.9960483908653259
290,217.0,[1182.1181819357635 622.917570809221 1661.1781143327557 952.4297287209994],[1450.731201171875 754.654541015625 1572.512451171875 821.830078125],0.6860002279281616,1733,0.9991655945777893
291,217.0,[1180.730397665136 622.361423384413 1654.1821022027052 948.0686149314099],[1441.4407958984375 754.60693359375 1568.3468017578125 822.0355224609375],0.6884490847587585,1733,0.9995383620262146
292,217.0,[1179.5535079356086 624.3441818861404 1647.7580846736878 945.1501715151333],[1438.1905517578125 756.2408447265625 1555.2637939453125 819.0028076171875],0.7023719549179077,1733,0.9994255304336548
293,217.0,[1178.5277382460624 625.8517755917751 1641.3214522569435 942.6698644202627],[1429.9912109375 752.2034912109375 1551.1334228515625 817.7283325195312],0.6493645906448364,1733,0.9980192184448242
294,217.0,[1176.7794020713397 627.5202288089615 1633.5486405287968 941.2058780993034],[1418.46142578125 752.91796875 1550.501220703125 818.11083984375],0.6538483500480652,GU,0.9936766624450684
295,217.0,[1176.1042798621875 628.7054225759236 1627.1173618761868 939.1117321749946],[1421.3140869140625 752.9058837890625 1545.83935546875 822.4465942382812],0.7755200266838074,1733,0.9977408647537231
300,217.0,[1169.0025801636875 630.6949834331139 1592.795965098203 927.0107939946996],[1390.528564453125 740.9439697265625 1510.559326171875 826.14697265625],0.7172425389289856,1733,0.9984496831893921
301,217.0,[1166.659243837078 630.7089513863656 1587.1087337138856 924.771025893874],[1393.6307373046875 745.1217651367188 1506.186279296875 807.2011108398438],0.6463168263435364,1733,0.9982414841651917
302,217.0,[1163.1238790036675 630.8066085219396 1580.7450867715831 922.1939226942118],[1392.8826904296875 745.458251953125 1499.7833251953125 805.7611083984375],0.6391943693161011,GU,0.9909010529518127
303,217.0,[1161.245879929666 630.3826605388281 1575.9422242138571 920.5718975094401],[1385.712158203125 744.8772583007812 1494.0794677734375 805.0552368164062],0.6006380319595337,1733,0.99786776304245
305,217.0,[1158.5843524678369 629.4651605250948 1567.3027463978613 917.4426738557344],[1385.9219970703125 739.96875 1486.0458984375 803.9426879882812],0.5695075988769531,GU,0.9920749068260193
306,217.0,[1157.7055999571523 628.9319165750661 1562.8070009853238 914.7643456774141],[1381.46630859375 738.4077758789062 1484.3470458984375 804.6718139648438],0.511524498462677,GU,0.9942055940628052
307,217.0,[1156.1329100639975 629.2952030795881 1557.4662667237214 913.7099416260654],[1367.135009765625 734.2203369140625 1479.95068359375 802.3829956054688],0.6374931335449219,1733,0.9987077713012695
308,217.0,[1154.6832907617759 629.4276532105888 1552.4538374645413 913.1805279079309],[1364.8839111328125 734.382568359375 1477.537841796875 801.4453125],0.779760479927063,1733,0.9824846386909485
309,217.0,[1152.8037467047254 629.8213598121737 1548.1500935444872 913.0201733436628],[1362.996826171875 736.8312377929688 1473.580810546875 803.3783569335938],0.6331276297569275,1733,0.9949610233306885
310,217.0,[1152.5676805183293 629.8980042350524 1545.8267715384927 911.8295910791253],[1361.05126953125 738.1514892578125 1468.7593994140625 805.0042114257812],0.7117132544517517,GU,0.9938532114028931
311,217.0,[1150.3654286407477 630.8502031339143 1540.7220212346533 911.3145868638959],[1361.4056396484375 736.1488037109375 1462.0301513671875 798.86865234375],0.7605803608894348,GU,0.9925810098648071
312,217.0,[1148.3636603913615 630.9172475283694 1536.1309507261885 909.7669705052415],[1364.01318359375 738.0661010742188 1460.6287841796875 800.4483032226562],0.6385724544525146,1733,0.9965416193008423
315,217.0,[1143.8824234483611 631.6226098503082 1525.2894050608572 905.0970567222087],[1355.4716796875 733.9268188476562 1452.289794921875 798.8611450195312],0.5844610333442688,GU,0.986968994140625
318,217.0,[1138.0893420800699 633.8393903052847 1513.2192356116352 901.7779892042654],[1338.279541015625 730.2261352539062 1446.4725341796875 803.1063232421875],0.586872935295105,1733,0.9472631216049194
319,217.0,[1137.3978335358702 634.2781782198343 1511.4515913456585 901.4060250105812],[1338.0860595703125 730.4697875976562 1442.5712890625 801.4033813476562],0.7068918943405151,GU,0.9813647270202637
320,217.0,[1135.6390990725151 634.1532178819397 1507.0802298949122 900.144678406659],[1340.6923828125 731.09033203125 1435.2672119140625 795.15087890625],0.6665104031562805,1733,0.9871684312820435
321,217.0,[1133.923770390265 634.1820197947056 1503.2988408648866 898.1623963740419],[1335.1324462890625 731.1741943359375 1430.2685546875 795.791015625],0.6357290148735046,1733,0.9819393157958984
322,217.0,[1132.7348168946553 634.6993517793968 1500.2912354932394 897.3765518563811],[1334.5645751953125 731.7028198242188 1431.718505859375 797.63525390625],0.5411317944526672,1733,0.9862159490585327
323,217.0,[1131.9973636893233 634.3080180552839 1497.4675536727423 894.3053337202117],[1329.878173828125 731.96484375 1429.7142333984375 796.2117919921875],0.7622730135917664,GU,0.8454565405845642
329,285.0,[1117.3228232574634 641.1320041101943 1473.6818733004593 890.9751342351591],[1311.1590576171875 732.33984375 1413.2952880859375 801.809326171875],0.7389043569564819,1733,0.9873678684234619
330,285.0,[1115.6475504664522 641.6255191559691 1471.5068129264805 890.8265819458028],[1314.750244140625 732.725830078125 1408.113525390625 794.0218505859375],0.717257022857666,1733,0.9649035930633545
331,285.0,[1112.855219205152 641.8718489265534 1467.4418287899584 890.4382848598611],[1315.40478515625 734.165771484375 1408.3861083984375 798.6566162109375],0.6291666626930237,1733,0.9744628071784973
342,285.0,[1077.678169510216 644.0336217696981 1430.9440859756294 885.1223107928918],[1285.659423828125 732.89794921875 1373.6763916015625 796.9134521484375],0.5152255892753601,GU,0.9927507042884827
344,285.0,[1070.7190675864915 645.744112882629 1425.8501790763714 885.6522855326966],[1283.378173828125 732.7393798828125 1373.8992919921875 800.162841796875],0.5383091568946838,GU,0.979053258895874
345,285.0,[1066.8149769680517 646.7258986592109 1422.1894720051132 886.101688170363],[1278.2091064453125 732.7992553710938 1376.0914306640625 798.6425170898438],0.5211693644523621,01733GU,0.8352018594741821
346,285.0,[1062.0880403111446 647.5598986244851 1417.7164627423967 886.7333112531154],[1272.3287353515625 733.351318359375 1368.868896484375 813.6529541015625],0.558133065700531,D 1733 GU,0.8762024641036987
349,285.0,[1048.5302052665284 647.3952726634994 1407.385948092499 885.2943345144039],[1268.130615234375 732.1728515625 1353.2821044921875 800.033935546875],0.6713975071907043,D 1733 GU,0.9909176230430603
350,285.0,[1044.4601735563513 646.328413304131 1403.7670450913022 884.2677868559741],[1265.956298828125 732.5782470703125 1349.75244140625 797.712158203125],0.7275848984718323,D 1733 GU,0.9926717281341553
351,285.0,[1039.19080632564 645.1620430105866 1399.4495641699718 883.1417172996707],[1257.4852294921875 732.1096801757812 1350.0565185546875 795.1323852539062],0.6483147144317627,D 1733 GU,0.9890738725662231
353,285.0,[1027.429458195833 642.4473199358706 1391.7310051166928 879.373066409147],[1247.668212890625 731.2431030273438 1336.727783203125 784.9369506835938],0.531758189201355,D 1733 GU,0.9941999912261963
359,285.0,[994.8484693109363 641.5279496901784 1366.1143015817433 876.391579606358],[1232.8741455078125 729.1155395507812 1319.934814453125 782.0344848632812],0.548434853553772,D 1733 GU,0
361,285.0,[981.6810501831405 640.983818789352 1356.7885601856892 874.9849064198193],[1216.9599609375 729.8970336914062 1314.6624755859375 786.3173217773438],0.6507737040519714,D 1733 GU,0.9920978546142578
378,285.0,[845.403098877 632.8362518921981 1236.0234892046992 864.541007763383],[1119.369873046875 711.3795776367188 1206.7030029296875 780.9036254882812],0.5138685703277588,D 1733 GU,0.6836193203926086
379,285.0,[834.6186904818423 632.8466104041661 1227.0138036000271 864.2890807381718],[1107.5704345703125 711.5955200195312 1196.292724609375 788.9107055664062],0.671632707118988,D 1733 GU,0.9456340074539185
380,285.0,[827.1246352944517 632.261463590644 1220.2917599288498 863.6527564956037],[1095.2205810546875 710.0685424804688 1185.857421875 784.3939819335938],0.7081239819526672,D 1733 GU,0.9006267786026001
383,285.0,[800.2748890552671 627.7387736464152 1197.4187730058723 860.7559261510444],[1070.5064697265625 709.0834350585938 1174.9849853515625 795.8065795898438],0.6749606728553772,D 1733 GU,0.7683163285255432
388,285.0,[753.3856006668594 626.2815504067305 1155.6258851074426 860.5515550282278],[1039.1654052734375 706.967529296875 1119.372802734375 766.9204711914062],0.7548010945320129,D 1733 GU,0.8255977630615234
391,285.0,[723.0578332659109 624.316216641237 1127.3903132372634 859.2781830632804],[1005.4607543945312 706.5884399414062 1100.401611328125 765.0693969726562],0.7450687289237976,D 1733 GU,0.9470038414001465
392,285.0,[714.3140493907891 622.8408574127037 1120.7712346801072 858.5310338644362],[1000.2191772460938 705.5480346679688 1093.9229736328125 766.9747924804688],0.5372190475463867,D 1733 GU,0.8990419507026672
396,3.0,[260.4012459087219 659.2048476002054 693.7601104254138 929.7840519736886],[527.1234741210938 777.18017578125 621.9697265625 839.62646484375],0.6151928901672363,D 1805 FP,0.9989389181137085
397,285.0,[665.783306352321 621.3193625595005 1076.138418350212 857.2029170220527],[954.1858520507812 706.909423828125 1049.68408203125 763.3046264648438],0.6253902912139893,D 1733 GU,0.8801873922348022
400,285.0,[636.0622099641212 618.0856877542294 1049.888591100665 855.1054182706512],[930.5306396484375 705.6218872070312 1033.888916015625 762.293212890625],0.6613828539848328,D 1733 GU,0.9121053218841553
400,3.0,[211.33838599186436 655.43242505479 658.9583767588852 932.1880689934369],[482.8568115234375 779.9935913085938 583.4579467773438 841.3313598632812],0.5230860710144043,D 1805 FP,0.9984891414642334
401,3.0,[201.02616500115036 661.1982968766353 650.5986712816248 936.1843863826463],[477.4765625 780.8961181640625 572.0467529296875 841.179931640625],0.5179915428161621,D 1805 FP,0.9985830783843994
402,3.0,[188.6727866144633 660.7623989031358 641.2028945565705 936.4988812718457],[467.7078552246094 782.9448852539062 558.7711181640625 843.29443359375],0.5862048268318176,D 1805 FP,0.9980334639549255
402,285.0,[615.1531040254251 616.4916625306748 1032.336664669396 853.2342144558988],[917.7931518554688 703.2982788085938 1000.580078125 760.148681640625],0.5846904516220093,D 1733 GU,0.9684518575668335
410,3.0,[86.39751490534647 658.9653194594683 567.3130036480311 940.0533411463877],[395.91864013671875 782.5640258789062 482.6474609375 842.9203491210938],0.6072573661804199,D 1805 FP,0.9986231923103333
412,3.0,[61.10613340068991 658.9565797317701 552.0117859597174 942.3722091310855],[372.78765869140625 777.1012573242188 465.6112365722656 841.7763061523438],0.5615879893302917,D 1805 FP,0.9982844591140747
413,285.0,[513.1633164085732 614.3083760196243 946.0774902075813 853.3573866493521],[830.1388549804688 700.9671630859375 925.3071899414062 760.2432861328125],0.6013201475143433,D 1733 GU,0.8095317482948303
425,285.0,[412.52304974363824 617.9222062209973 870.4385596891468 857.9410376239763],[758.919677734375 706.8096313476562 856.4013671875 771.2671508789062],0.5851776599884033,D 1733 GU,0.6068828701972961
426,285.0,[407.01849275351594 617.3572060250016 867.1817182091476 858.5077428514102],[756.2566528320312 706.4852294921875 853.4637451171875 771.4362182617188],0.6047618389129639,D 1733 GU,0.9496341943740845
427,285.0,[403.7391702777552 617.5725062863106 864.5171121940793 859.096908240036],[758.6517944335938 705.3405151367188 851.5807495117188 767.20458984375],0.5463171601295471,D 1733 GU,0.8358317613601685
439,285.0,[366.29504620148066 615.5022681012034 842.9694134304322 860.2046928906524],[732.3775634765625 706.2304077148438 815.7522583007812 764.4759521484375],0.5174497365951538,D 1733 GU,0.6873568892478943
441,285.0,[356.9632524484133 616.3479794741 837.7348874541873 861.7678779407935],[726.9513549804688 706.1029052734375 815.81689453125 764.0594482421875],0.5020508766174316,D 1733 GU,0.9740894436836243
444,285.0,[349.1841721911761 616.6240728923462 834.843403156223 863.7181209645721],[716.0416259765625 705.2061767578125 808.220458984375 765.5656127929688],0.5066160559654236,D 1733 GU,0.7930639386177063
448,285.0,[329.63443705255594 613.9584565549765 819.1972229167147 863.155583470289],[698.5806884765625 705.6851806640625 799.2425537109375 762.3143920898438],0.6013973951339722,D 1733 GU,0.8993509411811829
449,285.0,[324.30745112161003 612.0744026085684 815.3270336628764 862.7334948117635],[690.4439086914062 705.64990234375 797.1174926757812 770.2522583007812],0.6143537163734436,D 1733 GU,0.9303647875785828
455,285.0,[301.4011161688933 612.4733513650658 794.3476465663349 862.8408865068757],[666.6295776367188 704.9329223632812 768.6740112304688 763.4813232421875],0.513914942741394,D 1733 GU,0.8194496035575867
456,285.0,[299.18782369566895 612.6665072537296 791.7899832714144 862.96694264898],[667.017578125 705.4488525390625 767.0230102539062 760.6256713867188],0.5259875059127808,D 1733 GU,0.6945618391036987
457,3.0,[-4.16623895924198 633.818958132569 347.9789619496737 971.8230102832091],[66.62505340576172 799.28466796875 215.82322692871094 867.4253540039062],0.6215798854827881,D 1805 FP,0.9988263845443726
457,285.0,[295.44453952077447 612.2967742568046 788.8551529143083 863.2194580856903],[663.7355346679688 705.4810791015625 768.4403686523438 765.1044311523438],0.5712436437606812,D 1733 GU,0.725534975528717
458,285.0,[291.63447202642783 612.1737075931546 785.8406093119665 863.4398844550078],[662.1920776367188 705.039794921875 759.5119018554688 766.5099487304688],0.7624664902687073,D 1733 GU,0
459,3.0,[-3.9467329556761683 631.6058770438774 341.388719046975 970.8343688246835],[59.20502471923828 799.5778198242188 206.4261474609375 871.2540893554688],0.6651061177253723,D 1805 FP,0.9989427328109741
459,285.0,[288.6829594409734 612.6135026144775 785.740650749762 863.6287968321246],[662.6104125976562 706.806640625 760.2649536132812 765.6139526367188],0.5002751350402832,D 1733 GU,0.562042772769928
460,3.0,[-3.8623691113054406 633.3590567073215 338.13902141918607 968.2375222631058],[43.446044921875 799.4229125976562 204.02459716796875 869.4768676757812],0.6563367247581482,D 1805 FP,0.9989258050918579
461,3.0,[-3.4949242372404967 633.4305640416181 335.56352935901316 966.3909893254878],[37.919769287109375 797.018798828125 202.00576782226562 869.5836791992188],0.5159816145896912,D 1805 FP,0.9988828897476196
462,3.0,[-3.3702714941327656 632.6918187205794 332.6677456769331 964.0623047826924],[34.41753387451172 800.9844360351562 202.1292724609375 868.9383544921875],0.5933719873428345,D 1805 FP,0.9989132881164551
463,3.0,[-3.3118273972174563 627.5290063000817 330.1253410927982 961.6073970652941],[36.36077880859375 803.1812133789062 196.32711791992188 873.7235107421875],0.6597296595573425,D 1805 FP,0.9985436201095581
464,3.0,[-2.713581927631992 626.4290712171901 328.7421643484152 963.1283770256618],[36.4144287109375 800.8401489257812 195.29005432128906 872.6442260742188],0.6714277863502502,D 1805 FP,0.9988216757774353
465,3.0,[-2.393647172060014 624.6659976049908 327.16857655011916 962.8380464083451],[35.57457733154297 801.8675537109375 192.68426513671875 875.633056640625],0.675221860408783,D 1805 FP,0.9988391399383545
465,285.0,[270.13227892424436 611.7924213264212 767.4678222149122 865.5902928653238],[643.4791870117188 706.2632446289062 728.9127197265625 769.3383178710938],0.6365228891372681,D 1733 GU,0
466,285.0,[268.87359554733916 611.7405575288888 765.1127517501109 865.8928375532253],[640.4418334960938 705.7549438476562 728.2158203125 768.8563842773438],0.749158501625061,D 1733 GU,0.8932802081108093
